EST1,EST2,EST3,SST1,SST2,SST3,BEQ1,BEQ2,BEQ3,BEQ4,BEQ5,BEQ6,BEQ7,BEQ8,BEQ9,BEQ10,RVL1,RVL2,RVL3,RVL4,RVL5,COR1,COR2,COR3,COR4,COR5,COR6,COR7,COR8,COR9,ICT1,ICT2,ICT3,ICT4,SUS1,SUS2,SUS3,SUS4,SUS5,SUS6,SUS7,SUS8,SUS9,SUS10,SUS11,SUS12,SUS13,SUS14,SUS15,SUSA,SUSB,SUSC
5,4,4,4,5,5,7,6,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,5,5,6,5,4,4,5,4,4,5,5,5,4,4,5,7,3,3,3,6,6,6,-1.1224041852705056,-1.8214171218226423,-0.5699893294414762
5,5,5,5,5,5,7,5,5,2,5,5,5,5,5,5,6,6,6,6,6,2,2,2,3,4,5,5,4,5,2,2,2,4,5,5,5,5,5,5,5,7,7,6,6,6,7,7,7,-0.2864663606635387,0.665034811715666,0.8619847303091158
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,6,6,5,5,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.4816650117163124,0.665034811715666,-0.5699893294414762
5,4,4,4,3,3,5,4,5,4,5,5,5,5,5,5,7,7,7,7,7,5,5,6,6,6,7,7,6,7,7,5,5,6,5,6,6,6,7,6,6,7,7,3,6,5,6,5,6,0.6271745751309021,-0.3391029433282411,-1.1980721384063837
6,6,6,6,6,6,6,5,5,6,5,4,3,3,3,3,7,7,7,7,7,6,6,6,5,5,6,6,6,6,5,6,5,5,6,6,6,6,7,6,5,6,7,5,5,5,7,7,7,0.5116619475191272,-0.16378249946377013,0.8619847303091158
6,6,6,6,6,6,7,5,5,2,4,5,4,4,4,4,6,6,6,6,5,3,4,4,5,4,6,6,4,5,4,3,4,5,4,4,5,5,5,4,4,6,7,4,4,4,6,6,6,-0.9873429421215831,-0.9925998106432063,-0.5699893294414762
5,5,4,5,4,5,6,4,4,2,4,4,5,5,5,5,6,5,6,4,4,3,3,3,3,4,5,5,4,5,4,3,4,5,5,4,5,5,5,4,4,5,7,4,4,4,6,6,6,-0.9708814771605287,-0.9925998106432063,-0.5699893294414762
5,7,6,6,6,6,7,5.212121212121212,7,4.026415094339622,7,6,7,6,6,6,7,7,6,6,7,7,5,6,6,5,6,6,6,6,5,5,5,7,7,7,7,5,5,5,5,6,7,7,7,7,7,7,7,0.23170476032699255,1.493852122895102,0.8619847303091158
5,5,4,5,5,4,6,5,4,3,3,5,4,4,4,4,6,6,6,6,6,6,5,5,5,4,6,5,5,5,7,6,6,6,6,6,6,6,6,6,6,6,7,5,5,5,7,7,7,0.4816650117163124,-0.16378249946377013,0.8619847303091158
6,6,6,6,6,6,5,5,5,6,4,4,5,5,5,5,7,7,6,6,5,7,6,7,6,4,6,4,6,6,5,5,5,7,5,6,6,6,6,5,2,6,6,5,6,5,6,6,6,-0.3520665306156945,0.1169340181677064,-0.5699893294414762
3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,6,6,6,6,7,6,6,6,6,5,5,5,5,5,4,4,4,4,3,4,6,4,3,4,4,6,7,6,5,4,5,5,5,-1.5440391552985622,-0.2558463315157823,-2.0019633891920683
5,5,4,6,5,5,6,5,5,2,2,5,5,5,5,5,7,7,7,7,7,5,5,4,5,4,6,6,4,5,5,3,4,6,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,1.5199188703940083,0.665034811715666,-0.5699893294414762
5,5,4,5,5,5,6,2,2,2,2,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,2,5,5,4,4,5,5,5,4,4,5,7,3,3,3,6,6,6,-1.1224041852705056,-1.8214171218226423,-0.5699893294414762
5,5,5,6,7,7,7,6,5,6,5,6,7,6,5,6,7,6,6,6,7,7,6,7,6,6,6,7,6,5.885496183206107,7,6,6,7,5,6,7,7,7,7,6,6,7,5,6,6,6,7,7,0.8218320447566994,0.43701633096769227,0.5723962579002759
5,5,6,6,5,5,6,6,6,6,5,6,5,5,5,4,7,7,7,7,7,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,4,5,6,7,4,4,4,6,6,6,-0.5758400677431735,-0.9925998106432063,-0.5699893294414762
6,6,5,6,5,4,6,4,4,3,4,4,4,4,4,4,6,6,6,5,5,5,4,2,5,3,6,5,4,5,4,2,4,6,3,3,5,5,5,3,4,6,7,4,3,3,6,5,6,-1.4211841878578757,-1.5933986410746686,-1.1980721384063837
5,6,5,6,6,5,6,5,5,3,3,5,3,3,3,3,6,6,6,5,5,4,4,4,4,4,6,5,5,4,3,2,4,5,3,2,5,5,5,2,3,5,7,4,4,4,6,7,6,-1.9705380612059435,-0.9925998106432063,0.05809347952343144
5,5,5,5,5,5,7,2,2,2,2,2,3,3,3,3,7,7,7,4,4,4,4,4,5,3,6,5,4,4,2,1,3,5,3,3,3,4,4,2,2,5,7,2,2,2,5,5,5,-2.358970757566968,-2.650234433002079,-2.0019633891920683
4,4,5.337078651685394,5,5,4,5,5,5,5,5,4,4,4,4,4,7,7,7,6,6,5,6,6,6,6,6,6,6,6,4,4,4,5,6,6,6,6,5,5,5,6,6,6,5,5,7,7,7,0.03340742683712637,0.0642359812842036,0.8619847303091158
5.513207547169811,5.62406015037594,7,7,7,6,7,5.212121212121212,7,7,7,7,4.556818181818182,4.56390977443609,7,7,7,7,7,6.2377358490566035,7,5.780769230769231,5.726923076923077,7,5.8830188679245285,6,7,7,7,5.885496183206107,4.981203007518797,4.4393939393939394,4.481060606060606,5.5437262357414445,6,6,6,6,4,4,7,7,7,7,5.1992481203007515,5.095057034220532,6.345864661654136,6.449438202247191,6.364661654135339,0.11613336282535096,0.378612775868837,0
6,6,6,6,6,6,6,6,6,5,5,5,4,5,5,5,6,6,6,6,6,7,7,7,7,7,7,7,6,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,0.6167262548652348,1.493852122895102,0.8619847303091158
5,5,5,5,5,5,3,3,4,4,4,4,3,3,4,3,7,7,7,7,7,6,6,7,6,6,6,6,6,6,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,0.4816650117163124,0.665034811715666,0.8619847303091158
6,6,6,6,6,6,6.176029962546816,6,6,6,6,6,6,6,6,6,7,7,7,7,7,6,6,6,6,6,7,7,6,6,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,0.4816650117163124,0.9851171245156518,0.8619847303091158
5.513207547169811,7,7,7,7,7,7,7,6,6,4,5,6,4,6,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.5199188703940083,1.493852122895102,0.8619847303091158
4,4,4,4,4,4,5,5,4,4,5,5,5,5,5,5,6,7,7,6,6,6,6,6,6,6,6,5.950943396226415,6,7,5,4,5,5,6,6,6,6,6,6,6,6,7,6,5,6,7,7,7,0.4816650117163124,0.3843182940841895,0.8619847303091158
5,5,5,6,5,5,6,6,4.98501872659176,5,5,5,5,4,5,5,7,7,7,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,7,5,5,5,7,7,7,0.349690919143483,-0.16378249946377013,0.8619847303091158
6,5,5,7,6,5,7,5,4,2,3,5,5,5,5,5,7,7,7,6,6,5,5,4,5,6,7,6,6,7,5,5,4,7,7,7,7,7,7,7,7,7,7,6,6,5,7,7,7,1.5199188703940083,0.34495249891568014,0.8619847303091158
5,5,5,5,5,5,6,6,6,5,6,5,5,4,4,4,6,6,6,6,7,5,6,6,6,6,7,6,6,6,3,3,3,3,6,6,6,6,6,6,6,6,7,5,5,5,6,6,6,0.4816650117163124,-0.16378249946377013,-0.5699893294414762
5,6,5,6,6,5,7,2,2,2,2,4,5,5,5,5,7,7,7,6,6,6,5,5,5,5,7,6,6,6,3,2,4,5,6,6,6,6,6,4,5,7,7,4,5,4,5,6,5,0.1761272344309805,-0.7118832930117298,-1.3738805802271608
5,6,5,6,6,5,7,2,2,2,2,4,5,5,5,5,7,7,7,6,6,6,5,5,5,5,7,6,6,6,3,2,4,5,6,6,6,6,6,4,5,7,7,4,5,4,5,6,5,0.1761272344309805,-0.7118832930117298,-1.3738805802271608
6,6,6,6,6,6,6,5,5,3,4,5,4,4,4,4,7,7,7,6,6,3,5,3,4,4,6,5,5,5,5,5,4,6,6,6,6,6,6,5,6,6,7,4,4,4,6,6,6,0.32735254778559986,-0.9925998106432063,-0.5699893294414762
6,6,6,6,6,6,7,5,5,4,5,6,5,5,5,5,7,7,7,6,6,6,5,4,5,6,7,4,6,4,6,6,5,6,5,6,6,6,6,5,6,6,7,5,5,6,6,7,6,0.175829839675623,0.15629981333621573,0.05809347952343144
6,6,6,6,6,6,6,6,6,5,5,5,6,4,4,4,6,6,5,5,5,5,5,6,6,6,6,7,6,6,5,4,5,5,6,6,6,6,6,5.20532319391635,6,6,6,5,5,5,7,7,7,0.35903647574095526,-0.16378249946377013,0.8619847303091158
6,6,6,6,6,5,6,4,4,3,5,4,4,4,4,4,7,7,7,6,6,5,5,5,5,4,6,5,5,4,4,4,4,6,5,5,6,6,6,5,6,6,7,5,4,4,6,7,6,0.047823765980019695,-0.7645813298952326,0.05809347952343144
5,4,5,6,4,4,7,3,3,3,3,3,5,5,4,4,7,7,7,6,6,6,5,5,6,5,6,4,5,4,5,4,3,6,3,4,6,6,6,4,5,6,7,5,5,4,6,6,6,-0.6695142804390792,-0.483864812263756,-0.5699893294414762
7,7,7,6,7,7,7,7,6,6,7,7,4.556818181818182,7,7,4.543396226415094,7,7,6,6,6,5.780769230769231,5.726923076923077,6,6,6,7,7,5,7,4,4,4,4,5,5,6,6,4,6,1,6,5,5,5,4,7,7,7,-0.7816762897047029,-0.483864812263756,0.8619847303091158
6,6,7,7,6,6,6,6,5,2,3,5,4,4,4,4,7,7,7,6,6,6,6,5,5,4,6,6,5,5,4,4,4,5,5,5,6,6,6,4,6,6,7,4,4,4,7,7,7,-0.10648869795069278,-0.9925998106432063,0.8619847303091158
6,6,7,7,6,6,7,6,5,4,4,7,5,5,5,5,7,7,7,6,6,5,5,5,5,5,7,6,5,5,7,6,5,7,6,6,6,6,6,5,6,6,7,5,5,5,6,7,7,0.32735254778559986,-0.16378249946377013,0.5723962579002759
6,6,6,6,5,6,7,6,5,4,4,6,4,4,4,4,7,7,7,6,6,6,5,5,5,5,7,6,6,5,5,4,4,6,5,5,6,6,6,4,5,6,7,4,4,4,5,6,5,-0.23846279052352215,-0.9925998106432063,-1.3738805802271608
7,7,7,7,7,7,7,6,6,4,4,6,5,5,5,5,7,7,7,6,6,6,5,5,5,5,7,5,5,5,5,4,3,6,6,6,6,6,6,4,6,6,7,4,4,4,5,6,5,0.1730400838548874,-0.9925998106432063,-1.3738805802271608
6,6,3,6,5,4,5,6,6,6,6,5,4,4,4,4,7,7,6,5,6,4,6,5,5,6,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,-0.5565888469613837,-0.16378249946377013,-0.5699893294414762
4,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,7,6,6,6,6,6,6,7,7,7,7,7,6,7,5,5,5,5,3,3,3,3,3,2,3,2,6,6,3,2,6,6,6,-2.92247027139641,-1.457443992378707,-0.5699893294414762
4,5,4,6,6,4,6,4,5,1,2,5,4,4,4,4,7,7,7,6,4,6,5,5,5,4,6,5,4,4,4,4,4,6,6,4,6,6,6,4,5,7,7,5,5,5,7,7,7,-0.07988491296022611,-0.16378249946377013,0.8619847303091158
5,5,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,6,6,6,6,7,5,6,5,5,5,5,5,5,5,5.725563909774436,5,5,4,5,6,4,4,3,5,6,6,-0.5954594140608553,-1.3126821234431922,-0.8595778018503161
6,6,6,6,6,6,7,5,5,3,4,6,4,4,4,4,7,7,7,6,6,6,6,5,6,4,7,6,6,6,5,4,4,6,6,5,6,6,6,4,5,6,7,5,4,3,5,6,4,-0.08694008241354528,-1.0846636426952183,-1.888183358604005
6,6,5,6,5,6,6,6,6,6,6,6,6,6,5,5,7,7,6,6,6,6,6,6,7,6,7,7,6,7,4,4,4,5,5,5,4,5,5,5,4,6,6,5,4,4,6,6,6,-0.6005890966494373,-0.7645813298952326,-0.5699893294414762
4,4,4,3,4,4,6,2,2,2,2,5,4,4,4,4,7,7,7,6,6,6,5,5,5,4,6,4,5,4,5,5,4,6,4,4,5,5,5,4,4,6,7,4,4,4,6,6,6,-0.9873429421215831,-0.9925998106432063,-0.5699893294414762
7,7,7,7,7,7,7,6,6,4,5,6,6,6,6,6,7,6,7,6,6,6,6,6,6,4,6,6,5,6,4,4,4,6,6,6,6,6,6,6,6,6,7,5,5,5,6,7,6,0.4816650117163124,-0.16378249946377013,0.05809347952343144
7,7,7,7,7,6,7,5,5,4,4,5,6,6,6,4.543396226415094,7,7,7,7,7,5,6,6,7,4,4,5,6,6,4,4,3,4,7,5.306818181818182,7,7,7,6,6,6,6,6,6,6,7,7,7,0.8818335141433067,0.665034811715666,0.8619847303091158
4,5,6,6,6,4,5,5,5,2,2,5,5,5,5,5,7,7,7,7,7,6,6,6,6,4,7,6,5,5,6,5,5,7,7,7,7,7,7,7,7,7,7,5,5,5,7,7,7,1.5199188703940083,-0.16378249946377013,0.8619847303091158
5,6,6,6,6,5,6,5,5,2,2,6,4,4,4,4,7,7,7,6,6,6,5,5,5,5,7,6,5,5,6,5,4,6,4,4,5,5,5,4,4,6,7,5,4,4,6,6,6,-0.9873429421215831,-0.7645813298952326,-0.5699893294414762
6,6,6,6,6,5,6,4,4,2,3,5,4,4,4,4,7,7,7,7,7,6,6,5,6,5,7,6,6,5,4,4,4,6,4,4,6,6,6,4,5,6,7,3,3,3,5,6,5,-0.5179915723291024,-1.8214171218226423,-1.3738805802271608
6,6,6,6,6,6,7,5,5,4,5,6,3,3,3,3,7,6,6,6,6,6,6,5,6,4,6,5,5,5,5,5,4,6,6,6,6,6,6,6,6,6,7,5,5,5,5,5,5,0.4816650117163124,-0.16378249946377013,-2.0019633891920683
6,7,7,6,6,6,7,5,5,3,3,5,5,5,5,5,6,6,6,6,6,6,5,5,6,4,6,6,6,6,6,5,4,6,4,4,6,6,6,4,4,5,7,3,3,3,6,6,6,-0.7850269080508543,-1.8214171218226423,-0.5699893294414762
5,6,5,7,6,4,6,4,4,2,3,4,3,3,3,3,7,7,7,6,6,3,4,5,4,4,6,5,5,5,4,4,4,6,5,6,6,6,6,4,5,6,7,4,4,4,5,5,5,-0.11045671682791888,-0.9925998106432063,-2.0019633891920683
5,5,5,6,6,4,6,3,3,3,3,3,3,3,3,3,7,7,7,5,5,6,6,5,5,5,6,6,4,6,5,4,4,6,4,6,6,6,6,4,6,6,7,3,3,3,6,6,6,-0.1300053323650664,-1.8214171218226423,-0.5699893294414762
4,5,5,6,5,4,5,5,2,2,3,4,3,3,3,3,7,7,7,7,7,6,5,5,5,4,7,6,5,5,5,4,4,6,6,6,6,6,6,6,6,6,7,5,5,4,7,7,7,0.4816650117163124,-0.483864812263756,0.8619847303091158
4,5,5,5,5,4,6,3,3,3,3,3,2,2,2,2,7,7,7,6,6,6,5,5,5,4,6,5,5,5,5,4,4,5,5,4,6,6,6,4,6,7,7,5,5,4,6,6,6,-0.0994335284973736,-0.483864812263756,-0.5699893294414762
6,6,5,6,6,5,6,5,5,4,4,5,5,5,5,5,7,7,7,5,5,6,6,4,6,4,6,5,5,5,6,5,4,6,4,4,6,6,6,4,4,7,7,5,4,4,6,6,6,-0.5149044217530093,-0.7645813298952326,-0.5699893294414762
6,6,6,6,6,5,6,5,5,3,3,5,4,4,4,4,7,7,7,7,7,6,5,5,5,4,6,6,4,6,5,4,4,6,4,3,5,5,5,4,4,6,7,3,3,3,5,5,5,-1.1153490158171864,-1.8214171218226423,-2.0019633891920683
4,4,3,6,5,4,6,5,5,2,4,5,5,5,5,5,7,7,6,6,6,6,5,5,5,4,6,5,4,5,3,2,4,6,3,3,3,3,3,3,3,6,7,4,4,4,5,5,5,-2.227912834870008,-0.9925998106432063,-2.0019633891920683
6,7,5,6,6,4,6,2,2,2,2,2,4,4,4,4,7,7,7,7,7,6,6,5,6,5,7,6,6,6,7,6,5,7,6,5,6,6,6,4,5,6,7,5,5,5,7,7,7,-0.08694008241354528,-0.16378249946377013,0.8619847303091158
6,6,6,5,5,5,5,5,5,5,5,6,6,5,6,6,7,7,7,7,7,5,5,5,6,6,6,6,6,5.885496183206107,5,4,4,4,6,7,6,6,6,7,7,7,7,7,7,6,7,7,7,1.03101888506438,1.1737698100951164,0.8619847303091158
5,6,5,6,5,4,7,5,5,3,3,6,4,4,4,4,7,7,7,6,6,6,5,5,6,4,7,4,5,4,5,4,4,6,5,4,6,6,6,4,6,7,7,5,5,5,7,7,7,-0.0994335284973736,-0.16378249946377013,0.8619847303091158
5,5,5,5,5,5,5,5,5,5,6,6,6,5,5,6,7,7,7,7,7,6,6,6,7,7,7,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,0.4816650117163124,0.665034811715666,0.8619847303091158
5,5,5,6,6,5,6,6,5,4,4,6,5,5,5,5,6,6,6,5,5,5,5,5,5,4,6,4,4,4,5,4,4,7,6,3,6,6,6,3,5,7,7,5,5,5,6,6,6,-0.3622034505865418,-0.16378249946377013,-0.5699893294414762
6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,7,7,7,7,7,5,6,7,7,6,7,7,6,7,5,5,5,5,6,6,6,6,6,6,6,6,7,5,5,5,6,6,7,0.4816650117163124,-0.16378249946377013,-0.055686551064631606
5,6,6,7,5,5,7,5,5,4,4,5,4,4,4,4,7,7,7,7,7,6,5,5,5,5,7,5,5,5,5,5,4,6,4,4,5,5,5,4,4,5,7,2,2,2,6,6,6,-1.1224041852705056,-2.650234433002079,-0.5699893294414762
5,6,6,6,6,5,6,5,5,4,4,5,5,5,5,5,7,7,7,5,5,6,5,5,5,5,7,4,5,4,2,1,2,5,6,5,6,6,6,4,6,6,7,5,5,5,6,6,6,0.045034010159284085,-0.16378249946377013,-0.5699893294414762
5,6,5,6,6,5,7,6,5,4,4,6,4,4,3,3,7,7,7,6,6,6,5,6,5,4,6,6,4,5,5,5,4,6,5,4,6,6,6,4,6,7,7,4,4,4,7,7,7,-0.0994335284973736,-0.9925998106432063,0.8619847303091158
6,6,6,5,6,5,6,6,6,6,5,6,5,5,5,5,6,7,6,6,6,6,6,6,7,5,6,6,6,6,4,5,4,4,5,5,5,6,5,5,5,6,7,6,6,5,6,7,6,-0.2932087552326005,0.34495249891568014,0.05809347952343144
5,6,6,7,6,5,7,6,6,4,4,6,5,5,5,5,7,7,7,7,7,6,5,5,5,4,6,6,4,6,5,4,3,6,6,5,6,6,6,5,5,6,7,4,4,4,4,6,5,0.067372381517167207,-0.9925998106432063,-1.6634690526360005
5,5,5,5,5,5,6,6,6,6,6,5,6,5,5,5,7,7,7,7,7,5,5,5,6,6,7,7,6,6,4,4,4.481060606060606,5,5,5,5,6,6,6,6,6,6,6,4,4,6,7,6,0.1550488296465855,-0.5365628491472588,0.05809347952343144
5,6,5,6,6,4,5,5,6,5,5,5,6,5,6,5,6,7,7,6,6,5,4,6,5,5,5,6,6,6,5,5,5,5,6,6,6,5,5,5,5,6,7,5,4,4,6,6,6,-0.09491142174273427,-0.7645813298952326,-0.5699893294414762
5,5,5,6,5,4,7,5,6,2,3,6,4,4,4,4,7,7,7,6,6,6,5,6,6,5,6,6,5,6,5,4,5,6,6,6,6,6,6,6,6,6,7,5,4,4,6,6,6,0.4816650117163124,-0.7645813298952326,-0.5699893294414762
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,6,6,6,6,6,6,6,6,7,6,7,6,5,5,5,6,6,6,6,6,6,6,6,6,5,4,5,5,6,6,0.4816650117163124,-0.44449901709524675,-0.8595778018503161
6,6,3,3,3,3,5,6,6,6,6,5,5,5,5,5,7,6,6,5,6,6,6,6,6,7,7,7,6,7,6,6,5,5,5,5,5,4,5,5,4,5,6,4,5,4,6,7,7,-0.8168817881140737,-0.7118832930117298,0.5723962579002759
4,5,5,6,5,5,7,6,5,1,4,6,4,4,4,4,7,7,7,6,6,6,6,5,6,4,6,4,5,4,5,4,4,5,5,5,6,6,6,4,6,7,7,5,5,5,7,7,7,0.0285725451982297,-0.16378249946377013,0.8619847303091158
5,5,5,5,5,5,4,5,6,6,5,6,4,4,4,4,7,7,7,7,7,5,6,6,6,6,6,6,6,7,4,4,5,5,5,5,5,5,5,5,5,6,6,4,4,4,6,6,6,-0.4215276038124612,-0.9925998106432063,-0.5699893294414762
5,5,5,6,4,4,6,5,5,2,2,5,5,5,5,5,7,7,7,6,6,6,5,4,6,4,6,5,5,5,5,5,4,6,5,3,6,6,6,4,6,6,7,5,5,4,6,6,6,-0.36250084534189936,-0.483864812263756,-0.5699893294414762
3,4,4,5,3,4,7,2,2,2,2,2,5,5,5,5,7,7,7,4,5,6,5,5,6,4,7,5,5,5,5,5,5,6,5,6,6,6,6,5,6,6,7,4,4,4,7,7,7,0.175829839675623,-0.9925998106432063,0.8619847303091158
3,3,2,3,5,4,3,2,2,2,2,2,3,3,3,3,7,6,7,6,6,5,5.726923076923077,7,7,6,7,7,7,6,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,6,6,6,-0.4215276038124612,-0.16378249946377013,-0.5699893294414762
5,6,5,6,6,5,7,6,6,4,4,6,5,5,5,5,7,7,7,7,6,5,5,5,4,4,6,6,5,6,6,5,4,6,6,6,6,6,6,6,6,7,7,4,4,4,7,7,7,0.6167262548652348,-0.9925998106432063,0.8619847303091158
6,6,6,7,6,6,6,6,5,3,4,6,4,4,4,4,7,7,7,6,6,5,5,5,6,4,6,5,5,5,5,4,4,5,4,4,5,5,5,4,5,6,7,4,4,4,5,5,5,-0.8553688495487537,-0.9925998106432063,-2.0019633891920683
6,6,3,6,5,4,6,5,4,3,3,5,4,4,4,4,6,6,6,5,5,4,4,3,4,4,5,5,4,5,4,3,4,5,3,3,5,5,5,3,3,5,7,2,2,2,6,6,6,-1.6882195235796276,-2.650234433002079,-0.5699893294414762
5,5,5,5,5,5,4,4,5,5,5,5,6,6,5,5,7,7,7,7,7,5,6,6,6,6,7,6,6,6,4,4,4,4,6,6,6,6,6,6,6,6,6,6,5,5,7,7,7,0.4816650117163124,0.0642359812842036,0.8619847303091158
4,5,5,6,5,5,7,6,5,1,4,6,4,4,4,4,7,7,7,6,6,6,6,5,6,4,6,4,5,4,5,4,4,5,5,5,6,6,6,4,6,7,7,5,5,5,7,7,7,0.0285725451982297,-0.16378249946377013,0.8619847303091158
5,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,5,6,6,6,5,6,6,6,5,5,5,7,6,5,5,4,4,4,4,6,3,4,4,4,3,3,3,4,4,4,-1.4252131128185037,-1.8214171218226423,-3.43393744894266
7,6,7,7,6,6,5,5,1,1,6,7,7,6,6,6,7,7,7,7,7,6,6,7,6,6,6,7,7,7,7,6,6,7,7,6,7,5,7,7,7,7,7,6,7,6,7,7,7,1.1352750995386838,0.9457513293471427,0.8619847303091158
