EST1,EST2,EST3,SST1,SST2,SST3,BEQ1,BEQ2,BEQ3,BEQ4,BEQ5,BEQ6,BEQ7,BEQ8,BEQ9,BEQ10,RVL1,RVL2,RVL3,RVL4,RVL5,COR1,COR2,COR3,COR4,COR5,COR6,COR7,COR8,COR9,ICT1,ICT2,ICT3,ICT4,SUS1,SUS2,SUS3,SUS4,SUS5,SUS6,SUS7,SUS8,SUS9,SUS10,SUS11,SUS12,SUS13,SUS14,SUS15,SUSA,SUSB,SUSC
6,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,6,6,6,6,6,7,7,7,7,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-2.6330965643167756,-1.8214171218226423,-4.865911508693252
5,5,6,6,6,6,6,6,6,6,5,5,6,6,4,4,6,6,7,6,6,6,6,7,6,7,7,6,7,6,6,6,5,5,4,4,4,3,4,4,4,4,4,4,3,3,6,6,6,-1.7231615542189402,-1.5933986410746686,-0.5699893294414762
6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,7,7,6,6,6,5,5,6,6,6,6.093984962406015,6,6,6,4.981203007518797,5,4.481060606060606,5.5437262357414445,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,-0.5565888469613837,0.15629981333621573,-0.5699893294414762
4,3,3,5,4,3,5,4,4,3,3,4,3,4,4,4,6,5,6,5,5,6,6,6,6,6,6,6,6,6,5,5,5,6,5,5,5,6,6,6,5,6,7,5,5,5,6,6,6,0.023074737073756114,-0.16378249946377013,-0.5699893294414762
4,5,5,4,4,4,5,5,4,5,5,5,5,5,5,5,7,7,6,6,6,4,5,6,6,6,6,7,5,6,4,5,5,4,6,6,6,6,5,5,6,6,6,5,6,5,5,6,6,0.16538151940995577,0.1169340181677064,-0.8595778018503161
6,6,6,6,6,6,6,6,6,5,5,5,4,5,4,4,7,7,6,6,6,5,6,6,6,6,5,5,6,7,4,4,3,4,6,6,6,5,5,5,5,5,6,4,5,4,6,6,6,-0.22997266489165674,-0.7118832930117298,-0.5699893294414762
6,6,6,6,7,7,7,7,4,4,4,6,5,5,4,4,7,7,5,6.2377358490566035,4,5.780769230769231,7,7,4,4,4,6,6,5.885496183206107,5,4,5,5.5437262357414445,7,7,7,7,7,7,7,6,6,6,6,6,7,7,7,1.3848576272450859,0.665034811715666,0.8619847303091158
6,6,6,7,7,7,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,5,6,6,6,7,7,6,6,6,4,4,5,5,5,4,5.8528301886792455,4,4,5,5,5,6,5,5,5,7,6,6,-0.9347272411608043,-0.16378249946377013,-0.2804008570326363
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,6,7,7,6,6,6,7,7,6,7,7,6,6,6,6,5,5,5,5,5,5,5,6,7,5,5,6,7,7,7,-0.4215276038124612,0.15629981333621573,0.8619847303091158
5,5,6,6,5,5,6,6,6,5,5,5,5,4,4,4,6,6,6,5,7,5,6,6,7,6,7,7,6,7,5,4,4,4,5,5,5,5,5,5,5,6,6,5,5,4,6,6,6,-0.4215276038124612,-0.483864812263756,-0.5699893294414762
6,6,6,6,6,6,5,5,5,5,5,5,6,6,6,6,7,7,7,7,7,5,6,6,6,6,6,7,6,6,5,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.3683961622840315,1.493852122895102,0.8619847303091158
6,7,7,7,7,7,7,5,6,5,6,5,6,5,5,5,7,7,7,7,7,7,7,7,4,4,6,7,6,7,2,4,5,5,4,4,6,6,6,6,4,7,7,6,5,5.095057034220532,7,7,7,-0.20627949389158423,0.09466205664541885,0.8619847303091158
6,6,5,7,6,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,6,7,5,7,6,7,7,7,6,6,5,5,6,7,7,7,7,7,6,7,7,0.5799715443644583,1.493852122895102,0.5723962579002759
4,6,4,6,6,5,6,4,4,4,3,6,1,3,3,3,7,7,7,7,7,7,6,7,6,6,6,7,5,6,5,6,5,6,5,5,6,6,7,6,6,6,7,5,5,5,7,7,7,0.36410725828637636,-0.16378249946377013,0.8619847303091158
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.5199188703940083,1.493852122895102,0.8619847303091158
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,5,5,6,5,7,5,5,4,5,7,7,5.8528301886792455,7,7,6,6,7,7,7,7,7,7,7,7,1.1796150698138606,1.493852122895102,0.8619847303091158
6,7,3,7,7,7,7,7,7,6,6,6,6,5,5,5,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,5,7,7,6,7,7,7,7,7,7,7,7,5,7,5,7,7,7,1.3683961622840315,0.39765053579918297,0.8619847303091158
6,6,3,7,6,6,6,6,6,5,6,6,5,6,6,5,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.5199188703940083,1.493852122895102,0.8619847303091158
7,7,6,7,7,6,6,6,6,6,7,6,5,6,6,6,7,7,7,3,7,6,6,6,7,5,6,7,5,7,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,1.5199188703940083,1.493852122895102,0.5723962579002759
5,6,4,7,5,7,7,7,5,1,3,5,5,4,4,4,7,7,7,7,7,6,7,7,5,7,7,7,5,7,5,5,4,6,5,5,7,5,5,5,5,7,7,7,5,7,7,7,7,-0.1922915601352453,0.932419087632149,0.8619847303091158
3,7,7,7,7,6,7,7,5,2,7,2,5,5,5,5,7,7,7,7,7,7,7,5,7,7,7,7,7,7,6,5,5,7,2,1,5,3,5,6,1,7,7,7,7,7,7,7,7,-1.8832803832962088,1.493852122895102,0.8619847303091158
5,5,5,4,5,5,7,3,3,3,4,6,4,3,3,3,7,7,7,7,7,5,6,6,7,5,6,6,7,7,6,5,4,5,4,6,6,5,7,7,7,6,7,6,5,5,6,6,6,0.4985583317956839,0.0642359812842036,-0.5699893294414762
3,5,7,7,7,7,7,5,5,1,1,3,7,2,3,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,3,5,5,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.3683961622840315,1.493852122895102,0.8619847303091158
4,2,4,7,4,3,5,1,1,1,1,1,4,4,4,4,7,7,7,7,6,6,6,6,6,6,6,7,6,7,5,5,5,6,5,5,7,2,7,6,6,7,7,7,7,7,7,7,7,0.03298050738000295,1.493852122895102,0.8619847303091158
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,6,7,7,6,7,5,5,6,7,6,6,6,6,7,6,6,7,7,7,7,7,7,7,7,0.778697283240879,1.493852122895102,0.8619847303091158
5,5,3,6,5,4,5,5,5,5,5,5,2,3,2,3,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,5,7,6,6,5,6,7,6,4,6,7,6,6,6,6,7,6,0.33260045468215105,0.665034811715666,0.05809347952343144
4,4,5,6,6,6,6,5,5,4,4,6,4,4,5,5,6,5,6,6,6,5,6,5,6,6,4,7,6,5,4,4,4,6,6,6,6,7,7,7,4,7,7,7,7,7,7,5,7,0.7973804106057933,1.493852122895102,-0.39418088762069936
6,6,4,6,6,5,6,6,6,5,6,6,6,6,6,6,7,7,7,7,7,6,6,7,7,7,7,7,6,7,5,5,5,7,4,5,7,6,7,5,6,6,6,6,6,4,6,7,7,0.10535948650983364,0.024870186115694304,0.5723962579002759
5,6,4,7,5,7,7,7,5,1,3,5,5,5,5,5,7,7,7,7,7,6,7,7,5,7,7,7,5,7,5,5,4,6,5,5,7,5,5,5,5,6.161654135338346,7,7,7,5,7,7,7,-0.3055195948052066,0.8536874972951305,0.8619847303091158
6,6,7,7,7,7,7,5,6,4,5,7,5,4,5,5,7,6,7,6,4,5,7,6,6,6,7,7,6,7,4,4,3,5,1,1,4,4,5,3,3,5,7,6,4,5,7,7,7,-2.4226833360347957,-0.21648053634727296,0.8619847303091158
6,5,5,7,6,4,6,5,5,2,2,4,4,4,4,4,7,6,4,6,6,5,6,6,7,4,6,5,5,6,3,3,3,6,6,5,5,4,6,5,5,6,6,5,5,6,6,6,5,-0.23635271590670076,0.15629981333621573,-1.0842921078183207
7,6,6,7,7,7,7,7,7,7,7,7,6,6,5,5,7,7,7,6,7,6,6,5,6,7,6,7,5,6,4,2,2,4,6,5,6,4,6,6,3,4,6,6,5,6,6,6,6,-0.5690235231553452,0.3843182940841895,-0.5699893294414762
6,6,6,6,6,6,6,5,4,4,4,6,6,6,6,6,7,7,7,7,7,7,6,7,6,7,6,6,6,7,7,6,6,6,7,7,7,7,7,6,6,6,7,6,6,6,6,6,6,1.0985710707415441,0.665034811715666,-0.5699893294414762
5,5,4,7,4,4,7,6,6,5,5,6,4,4,4,4,7,6,6,7,6,7,6,7,7,7,6,7,5,7,5,5,4,7,7,6,7,6,6,6,5,7,7,6,5,7,7,7,7,0.6833622706665291,0.7044006068841753,0.8619847303091158
6,6,5,7,5,6,7,7,7,4,4,6,5,5,5,5,7,7,7,6,6,7,7,6,7,7,6,7,6,7,5,5,5,6,6,6,6,6,7,7,6,6,7,7,7,7,7,7,7,0.797948504022669,1.493852122895102,0.8619847303091158
3,4,2,7,6,5,6,6,6,6,4,6,1,6,6,6,1,1,1,1,1,2,2,5,3,3,3,7,1,3,4,4,3,3,2,2,3,2,4,4,3,1,3,3,3,4,3,3,3,-2.994783188693704,-1.5013348090226564,-4.865911508693252
7,6,6,6,6,6,7,7,2,2,2,2,1,3,6,6,7,7,7,7,6,7,7,6,7,6,7,6,5,7,6,6,6,7,5.318352059925093,6,6,5,6,6,6,6,7,6,3,6,6,7,7,0.25006102127871466,-0.17711474117876363,0.5723962579002759
7,7,7,7,7,7,7,4,4,3,6,3,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,4,5,5,5,6,5,7,7,6,7,7,7,7,7,7,7,7,0.5251621167861507,1.493852122895102,0.8619847303091158
4,7,7,6,7,7,7,6,6,4,5,7,4,4,4,4,6,5,7,5,6,5,6,7,7,5,5,7,4,5,7,5,5,6,2,3,6,5,1,2,2,6,7,4,5,6,7,7,7,-2.5917642582826534,-0.07171866741175809,0.8619847303091158
6,5,7,7,5,6,7,5,6,6,5,7,3,5,5,5,7,7,7,7,7,7,7,7,7,7,6,7,5,7,5,5,5,7,5,1,3,4,1,1,1,4,6,5,4,4,7,7,7,-3.219198373517617,-0.7645813298952326,0.8619847303091158
6,6,6,7,7,6,7,6,4,5,5,5,4,4,4,4,7,7,7,6,7,7,7,6,7,6,6,7,7,6,7,4,6,6,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,1.3683961622840315,1.2131356052636255,0.8619847303091158
6,5,6,6,6,4,7,4,4,4,2,2,4,4,4,4,7,6,7,7,7,2,5,7,4,4,6,5,2,7,1,1,1,2,6,6,6,6,7,7,7,7,7,5,5,6,7,7,7,1.064983839744421,0.15629981333621573,0.8619847303091158
4,5,6,5,5,5,6,6,4,4,4,4,4,4,4,4,7,6,7,7,6,6,6,7,7,7,6,7,6,6,6,5,5,5,7,7,7,7,7,7,7,6,6,6,5,5,6,6,6,1.3848576272450859,0.0642359812842036,-0.5699893294414762
5,5,5,6,6,5,6,6,6,6,6,6,4,4,4,4,7,7,7,7,7,6,6,7,7,6,7,7,5,7,5,5,5,5,5,5,6,6,7,6,7,7,7,6,6,6,6,6,7,0.6311425940081281,0.665034811715666,-0.055686551064631606
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,6,7,7,7,7,6,7,7,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.5199188703940083,1.493852122895102,0.8619847303091158
5,5,3,5,5,6,7,5,5,3,4,5,1,5,5,5,7,6,7,7,7,7,7,6,7,7,7,7,7,7,7,6,7,7,4,6,7,6,7,4,4,7,7,7,7,7,7,7,7,-0.04983384572201181,1.493852122895102,0.8619847303091158
7,7,5,7,7,7,7,5,6,6,7,7,7,6,3,3,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,5,5,7,3,3,5,4,5,5,4,7,7,7,7,7,6,7,7,-1.105816865427389,1.493852122895102,0.5723962579002759
6,7,7,6,6,7,7,1,1,6,1,6,1,1,1,1,7,7,5,7,5,7,7,5,7,7,5,7,2,7,3,2,2,5,7,6,6,6,5,7,5,5,7,5,5,5,7,7,7,0.35849381965960575,-0.16378249946377013,0.8619847303091158
4,4,1,6,5,2,5,1,1,1,1,1,4,4,4,4,7,7,7,7,7,7,7,7,7,6,7,7,6,7,6,6,7,6,7,7,7,7,7,7,7,7,7,7,6,7,5,5,6,1.5199188703940083,1.2131356052636255,-1.4876606108152235
7,6,5,7,6,7,7,7,7,6,5,5,5,5,5,4,7,7,6,7,7,6,7,7,7,7,6,7,6,7,5,5,5,6,5,5,5,5,5,5,5,7,7,7,7,7,6,6,6,-0.2864663606635387,1.493852122895102,-0.5699893294414762
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,6,6,5,7,7,6,7,5,4,4,7,7,7,7,7,7,7,6,6,7,6,5,7,7,7,6,1.2528835346722564,0.7044006068841753,0.34768195193227125
6,6,6,6,6,6,7,7,7,6,5,6,6,6,6,6,7,7,7,7,7,7,7,7,7,6,7,7,6,7,7,6,6,7,7,7,7,6,7,6,6,6,7,7,7,7,7,7,7,0.9702522221616834,1.493852122895102,0.8619847303091158
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,7,7,7,5,7,7,7,7,7,7,7,7,7,0.6522363789214229,1.493852122895102,0.8619847303091158
6,6,3,7,6,7,6,6,5,3,2,4,2,2,2,2,6,7,6,4,4,7,6,7,6,4,5,6,4,7,5,5,5,5,6,6,6,7,6,5,5,5,6,5,4,4,7,7,7,0.18863606064370864,-0.7645813298952326,0.8619847303091158
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,6,7,6,4,5,5,7,7,7,6,7,3,5,7,7,7,6,6,7,7,7,0.5104019809456389,0.8930532924636396,0.8619847303091158
5,6,6,7,7,7,7,6,6,6,7,6,6,6,5,7,7,7,7,7,7,7,6,7,7,6,7,7,5,7,6,6,6,7,7,7,7,7,7,7,6,7,7,6,6,6,7,7,7,1.3879447778211789,0.665034811715666,0.8619847303091158
6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,7,7,7,7,7,7,6,7,7,6,6,6,5,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.4816650117163124,0.665034811715666,-0.5699893294414762
5,5,5,5,5,5,6,4,4,4,2,6,2,4,4,7,7,7,7,7,6,5,5,6,6,7,5,5,6,7,4,4,4,5,7,7,6,6,7,7,6,7,7,5,6,6,6,7,6,1.2125385289771715,0.43701633096769227,0.05809347952343144
7,7,7,7,7,7,7,7,7,7,7,5,2,2,2,2,7,6,7,7,7,7,7,7,7,7,7,7,6,6,7,3,3,6,6,6,6,6,7,7,7,6,7,6,5,6,7,7,7,0.9299225965954985,0.3843182940841895,0.8619847303091158
6,6,5,5,6,5,7,5,5,5,6,7,6,5,5,5,7,7,7,7,5,6,6,6,6,5,7,7,5,5,5,5,5,5,5,5,5,5,7,6,6,6,6,5,5,5,6,6,6,0.188701009442369,-0.16378249946377013,-0.5699893294414762
7,5,6,6,6,7,7,5,5,1,3,5,4,5,5,5,7,7,7,5,7,5,7,7,7,5,4,4,5,4,5,4,4,6,6,6,6,5,7,4,4,7,7,7,7,7,5,5,5,0.07780532165393463,1.493852122895102,-2.0019633891920683
7,3,1,7,6,7,7,7,5,5,2,4,3,1,1,1,7,7,7,7,7,7,7,7,6,5,6,7,5,7,7,4,5,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,1.4728314701298617,1.493852122895102,0.8619847303091158
6,5,6,7,6,6,7,5,3,3,4,6,6,5,5,5,7,7,7,7,7,7,6,5,5,6,4,4,5,5,5,5,5,4,7,7,3,6,6,5,5,4,6,5,4,6,6,7,6,0.06352254992806555,-0.12441670429526086,0.05809347952343144
7,7,7,7,7,7,7,4,4,4,6,4,2,2,2,2,7,7,7,5,7,6,6,7,6,4,4,6,4,7,5,2,4,5,5,5,6,6,7,5,4,6,6,4,4,4,4,6,6,-0.054153390789994885,-0.9925998106432063,-1.1491662742591557
3,7,1,7,7,1,2,4,4,4,4,4,4,4,4,4,7,7,7,5,7,7,5,5,7,4,7,7,5,7,6,6,5,5,7,7,7,7,7,7,7,7,7,5,6,4,7,7,7,1.5199188703940083,-0.20314829463227946,0.8619847303091158
3,7,7,7,7,7,7,3,3,3,5,3,3,3,3,3,7,7,7,7,7,5,7,7,7,5,6,6,6,6,5,7,5,7,6,7,7,7,7,7,7,7,7,7,7,7,6,6,6,1.3683961622840315,1.493852122895102,-0.5699893294414762
6,6,6,6,6,5,7,5,5,5,5,5,5,3,3,3,7,7,7,7,7,7,7,6,6,5,7,7,6,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.5199188703940083,1.493852122895102,0.8619847303091158
6,5,5,7,5,7,7,6,6,1,3,6,4,4,4,4,7,7,6,6,6,6,6,5,6,7,6,7,6,6,5,5,4,6,5,5,7,6,5,5,5,6,6,6,5,5,7,7,7,-0.19903395470430707,0.0642359812842036,0.8619847303091158
5,4,3,6,5,5,5,5,5,3,3,4,6,6,6,6,6,5,5,7,7,7,6,6,7,6,5,5,5,5,4,3,4,7,7,7,6,6,7,7,6,6,6,6,4,6,6,7,7,1.077477285828249,0.1036017764527129,0.5723962579002759
5,5,5,7,7,5,5,5,5,2,1,1,1,1,1,1,7,7,7,7,5,7,7,7,7,5,5,7,5,7,5,5,5,7,5,5,7,7,7,7,5,7,7,7,7,7,7,7,7,0.6969131216371892,1.493852122895102,0.8619847303091158
3,4,1,2,5,3,7,3,3,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,6,7,7,5,7,5,5,5,7,6,6,7,7,7,7,7,7,7,7,6,5,7,7,7,1.240390088588428,0.5729709796636538,0.8619847303091158
5,5,5,3,5,5,5,5,4,4,4,4,3,4,4,3,7,7,7,7,7,6,6,5,7,7,6,5,6,6,5,5,5,5,4,5,5,5,5,5,5,5,7,6,5,6,6,6,6,-0.7081115550713606,0.3843182940841895,-0.5699893294414762
7,7,3,3,6,7,7,6,6,5,5,6,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,6,5,7,3,3,3,4,4,3,5,5,7,7,6,6,6,6,6,6,7,7,7,-0.06452138212810195,0.665034811715666,0.8619847303091158
5,6,4,7,6,6,5,5,4,1,1,5,5,7,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,4,7,7,7,7,7,7,7,7,7,7,6,7,4,7,7,7,1.5199188703940083,0.3055867037471709,0.8619847303091158
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,5,7,7,7,7,5,7,5,5,7,6,6,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.5199188703940083,1.493852122895102,0.8619847303091158
7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,4,7,7,7,7,6,7,7,7,5,4,4,5,3,3,3,4,1,1,1,7,7,5,4,5,7,7,7,-2.861047912899597,-0.44449901709524675,0.8619847303091158
6,7,7,7,7,7,6,5,5,1,2,7,7,4,5,4,7,7,5,7,6,4,7,7,7,4,6,7,5,7,7,4,3,7,2,2,5,6,7,4,2,6,7,3,5,5,7,7,7,-1.3580877855472533,-0.6198194609597176,0.8619847303091158
6,7,7,7,7,7,6,6,5,4,5,6,6,5,6,5,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.5199188703940083,1.493852122895102,0.8619847303091158
4,4,3,6,6,6,7,2,2,1,2,2,5,5,5,5,7,7,7,5,5,5,3,5,6,4,5,6,5,4,6,5,4,6,4,3,5,6,6,5,4,6,7,5,6,6,6,7,6,-0.6707466749309692,0.43701633096769227,0.05809347952343144
6,6,6,6,6,6,6,6,6,5,6,5,6,6,5,6,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,6,5,4,6,7,5,6,5,6,6,6,-0.39153066800964637,0.1169340181677064,-0.5699893294414762
5,6,6,6,6,6,7,5,6,5,5,5,4,5,5,5,7,7,7,7,7,7,7,7,6,6,7,6,7,7,5,5,5,6,4,4,7,6,6,4,4,7,7,7,7,7,6,6,6,-0.46781702148886256,1.493852122895102,-0.5699893294414762
7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.5199188703940083,1.493852122895102,0.8619847303091158
3,3,4,7,5,4,5,4,5,3,1,5,5,4.56390977443609,5,5,7,7,7,6,6,5,6,6,6,5,6,6,6,6,7,7,6,7,5,5,7,7,5,6,5,6,6,6,5,5,5,6,6,0.08359735780626604,0.0642359812842036,-0.8595778018503161
5,5,5,5,5,5,6,5,5,5,5,6,2,6,3,3,6,6,5,5,5,6,6,5,6,6,5,6,4,6,5,1,4,6,4,4,6,6,5,5,5,7,7,7,7,5,7,7,7,-0.39058889362511146,0.8536874972951305,0.8619847303091158
6,6,7,7,6,7,7,7,7,6,7,6,5,4,4,4,7,7,7,7,7,6,6,7,7,7,7,7,6,6,6,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.5199188703940083,1.493852122895102,0.8619847303091158
5,6,5,5,6,6,6,6,6,6,5,6,5,5,5,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,7,7,6,6,6,7,6,6,0.6167262548652348,0.665034811715666,-0.2804008570326363
7,7,7,7,7,7,7,7,7,6,6,6,4,4,4,4,7,7,7,7,7,5.780769230769231,7,7,7,5,5,5,6,7,3,4,4,4,7,7,7,7,7,6,1,7,7,7,7,7,7,7,7,0.5737618510263197,1.493852122895102,0.8619847303091158
5,5,6,6,6,6,6,6,6,6,5,5,6,6,6,6,7,7,7,7,7,6,6,6,6,6,7,7,7,7,6,4.4393939393939394,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.5199188703940083,1.493852122895102,0.8619847303091158
6,6,6,7,7,5.537593984962406,6,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,5,6,4,4,6,5.885496183206107,5,5,5,5,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,1.1239965926755202,1.493852122895102,0.8619847303091158
6,4,4,4,4,6,7,7,4,4,4,4,4,4,4,4,7,7,7,7,7,5.780769230769231,5.726923076923077,4,5,4,4,4,6,6,5,3,4,6,3,4,5,5,5,4,4,6,7,4,4,4,6,5,5,-1.13886565023156,-0.9925998106432063,-1.7123749167832285
7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,5,7,7,5,7,7,7,7,6,6,7,6,5,5,5.5437262357414445,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.5199188703940083,1.493852122895102,0.8619847303091158
5,6,6,6,6,4,7,3,3,3,3,3,5,5,5,5,7,7,6,6,6,4,5,6,5,4,7,6,5,6,3,3,4,6,6,5,6,6,6,5,5,7,7,5,5,5,6,3,6,0.2024336246660897,-0.16378249946377013,-2.454237756336199
5,7,6,7,7,7,7,7,5,7,5,7,7,5,7,7,7,7,7,5,7,7,7,5,7,7,7,5,7,5,5,7,5,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1.2168734541740545,1.493852122895102,0.8619847303091158
